Name,",mse",si_mse,angular,psnr
circus_maximus_2_4k.exr,1.9123884,1.0776366,10.194165510523339,9.502625666336991
clarens_midday_4k.exr,1.1964184,0.44165552,2.440627121612602,4.178412123044582
clarens_night_01_4k.exr,1.0408088,0.68665236,8.997648610186737,11.87841537180621
clarens_night_02_4k.exr,0.35017502,0.27493095,17.74920918759605,11.385330108605318
cloudy_vondelpark_4k.exr,0.82255924,0.18618537,1.0233761841736198,5.829801562248205
colorful_studio_4k.exr,2.038376,0.46080035,1.3449488015103594,4.004874528969291
colosseum_4k.exr,0.18063602,0.04223071,4.077276935114569,13.814846593337792
combination_room_4k.exr,0.57609826,0.22989027,3.527411134480126,7.381651714674199
comfy_cafe_4k.exr,0.5882188,0.12147616,2.4818050452391347,4.01692225945729
concrete_tunnel_02_4k.exr,0.124159895,0.10231666,3.0667391144328504,16.43607598019252
concrete_tunnel_4k.exr,0.41323948,0.26659864,8.457701260274563,13.464467571010845
country_club_4k.exr,0.57293075,0.44264063,3.219678506954912,12.31544144325614
courtyard_4k.exr,0.3887687,0.24550226,6.07609417197426,14.260637407686117
courtyard_night_4k.exr,0.15032947,0.099053204,16.16299740066643,14.639911093448745
crosswalk_4k.exr,1.2388947,0.57825726,10.213463170892174,7.4118071026177335
cyclorama_hard_light_4k.exr,0.5046886,0.1935542,2.4752323594920633,8.256158754874638
dam_road_4k.exr,0.6952808,0.20933928,7.849190094820853,8.940942137947635
dark_autumn_forest_4k.exr,0.9886491,0.45220724,4.112286835603856,3.733349690307184
de_balie_4k.exr,1.2615833,0.17137113,6.397815976476995,7.289105579179054
decor_shop_4k.exr,0.1554853,0.12398497,4.1180895434346825,11.926319469618187
delta_2_4k.exr,2.9636617,1.2113705,8.181300936345057,6.126452339557646
derelict_highway_midday_4k.exr,0.05662434,0.04847217,3.4249230783758717,19.153652241260204
derelict_highway_noon_4k.exr,2.3533893,0.9048799,9.20644223263426,3.7241598082300498
derelict_underpass_4k.exr,0.2765757,0.079192884,1.7473284094677888,11.27329496191824
dikhololo_night_4k.exr,0.08709933,0.0153940655,7.0239345052157125,10.492591724367193
dikhololo_sunset_4k.exr,0.25336576,0.1316355,6.849482999926451,13.015686606201978
dirt_bike_track_01_4k.exr,0.6766156,0.26795334,7.689110131021678,11.152906619674097
drachenfels_cellar_4k.exr,0.13128138,0.108502924,9.857921851414172,20.246381675653936
drackenstein_quarry_4k.exr,0.79069555,0.16936737,1.174329112773069,8.433969136881636
drackenstein_quarry_puresky_4k.exr,0.9072454,0.15728989,3.667267444982134,8.29425044592698
drakensberg_solitary_mountain_4k.exr,2.3940547,1.0896621,9.34810063533777,8.12057785204406
drakensberg_solitary_mountain_puresky_4k.exr,2.3012621,1.2490315,9.465449407734553,8.391297615012922
dreifaltigkeitsberg_4k.exr,1.381514,0.68939954,10.161569627134416,7.9669605662166765
dresden_moat_4k.exr,2.010395,0.39532277,4.695853061859061,3.9016602690586826
dresden_square_4k.exr,2.249767,0.3988718,1.7628772912084838,3.8772997316057127
dresden_station_night_4k.exr,2.6222217,0.5986964,1.8335118616170174,5.224534183985722
driving_school_4k.exr,0.3808188,0.22829792,5.09050135865997,12.747639770618282
dry_cracked_lake_4k.exr,0.9150084,0.5258713,7.346342039075573,7.570459555957641
dry_field_4k.exr,0.6152933,0.41831273,10.664954853220868,13.133601100726079
dry_hay_field_4k.exr,0.7600627,0.22409742,2.3461642007937558,6.992988216719024
dusseldorf_bridge_4k.exr,1.7606989,0.5075612,8.745042295492832,4.229500871936961
ehingen_hillside_02_4k.exr,0.27211955,0.11593178,3.869999170134237,11.78335131375908
ehingen_hillside_4k.exr,0.21963005,0.13680843,3.7942463032007354,16.318322211684805
eilenriede_park_4k.exr,1.4082576,0.2770217,1.8838168817873502,5.575370002313091
emmarentia_4k.exr,1.5803827,0.73983335,8.048995668818371,8.94455377188891
